tenis_marca,tenis_estilo,tenis_cores,tenis_preco,label
Marca_557,Estilo_2,Cor_2,885.5,0
Marca_558,Estilo_3,Cor_0,887.0,1
Marca_559,Estilo_4,Cor_1,888.5,0
Marca_560,Estilo_0,Cor_2,890.0,1
Marca_561,Estilo_1,Cor_0,891.5,0
Marca_562,Estilo_2,Cor_1,893.0,1
Marca_563,Estilo_3,Cor_2,894.5,0
Marca_564,Estilo_4,Cor_0,896.0,1
Marca_565,Estilo_0,Cor_1,897.5,0
Marca_566,Estilo_1,Cor_2,899.0,1
Marca_567,Estilo_2,Cor_0,900.5,0
Marca_568,Estilo_3,Cor_1,902.0,1
Marca_569,Estilo_4,Cor_2,903.5,0
Marca_570,Estilo_0,Cor_0,905.0,1
Marca_571,Estilo_1,Cor_1,906.5,0
Marca_572,Estilo_2,Cor_2,908.0,1
Marca_573,Estilo_3,Cor_0,909.5,0
Marca_574,Estilo_4,Cor_1,911.0,1
Marca_575,Estilo_0,Cor_2,912.5,0
Marca_576,Estilo_1,Cor_0,914.0,1
Marca_577,Estilo_2,Cor_1,915.5,0
Marca_578,Estilo_3,Cor_2,917.0,1
Marca_579,Estilo_4,Cor_0,918.5,0
Marca_580,Estilo_0,Cor_1,920.0,1
Marca_581,Estilo_1,Cor_2,921.5,0
Marca_582,Estilo_2,Cor_0,923.0,1
Marca_583,Estilo_3,Cor_1,924.5,0
Marca_584,Estilo_4,Cor_2,926.0,1
Marca_585,Estilo_0,Cor_0,927.5,0
Marca_586,Estilo_1,Cor_1,929.0,1
Marca_587,Estilo_2,Cor_2,930.5,0
Marca_588,Estilo_3,Cor_0,932.0,1
Marca_589,Estilo_4,Cor_1,933.5,0
Marca_590,Estilo_0,Cor_2,935.0,1
Marca_591,Estilo_1,Cor_0,936.5,0
Marca_592,Estilo_2,Cor_1,938.0,1
Marca_593,Estilo_3,Cor_2,939.5,0
Marca_594,Estilo_4,Cor_0,941.0,1
Marca_595,Estilo_0,Cor_1,942.5,0
Marca_596,Estilo_1,Cor_2,944.0,1
Marca_597,Estilo_2,Cor_0,945.5,0
Marca_598,Estilo_3,Cor_1,947.0,1
Marca_599,Estilo_4,Cor_2,948.5,0
Marca_600,Estilo_0,Cor_0,950.0,1
Marca_601,Estilo_1,Cor_1,951.5,0
Marca_602,Estilo_2,Cor_2,953.0,1
Marca_603,Estilo_3,Cor_0,954.5,0
Marca_604,Estilo_4,Cor_1,956.0,1
Marca_605,Estilo_0,Cor_2,957.5,0
Marca_606,Estilo_1,Cor_0,959.0,1
Marca_607,Estilo_2,Cor_1,960.5,0
Marca_608,Estilo_3,Cor_2,962.0,1
Marca_609,Estilo_4,Cor_0,963.5,0
Marca_610,Estilo_0,Cor_1,965.0,1
Marca_611,Estilo_1,Cor_2,966.5,0
Marca_612,Estilo_2,Cor_0,968.0,1
Marca_613,Estilo_3,Cor_1,969.5,0
Marca_614,Estilo_4,Cor_2,971.0,1
Marca_615,Estilo_0,Cor_0,972.5,0
Marca_616,Estilo_1,Cor_1,974.0,1
Marca_617,Estilo_2,Cor_2,975.5,0
Marca_618,Estilo_3,Cor_0,977.0,1
Marca_619,Estilo_4,Cor_1,978.5,0
Marca_620,Estilo_0,Cor_2,980.0,1
Marca_621,Estilo_1,Cor_0,981.5,0
Marca_622,Estilo_2,Cor_1,983.0,1
Marca_623,Estilo_3,Cor_2,984.5,0
Marca_624,Estilo_4,Cor_0,986.0,1
Marca_625,Estilo_0,Cor_1,987.5,0
Marca_626,Estilo_1,Cor_2,989.0,1
Marca_627,Estilo_2,Cor_0,990.5,0
Marca_628,Estilo_3,Cor_1,992.0,1
Marca_629,Estilo_4,Cor_2,993.5,0
Marca_630,Estilo_0,Cor_0,995.0,1
Marca_631,Estilo_1,Cor_1,996.5,0
Marca_632,Estilo_2,Cor_2,998.0,1
Marca_633,Estilo_3,Cor_0,999.5,0
Marca_634,Estilo_4,Cor_1,1001.0,1
Marca_635,Estilo_0,Cor_2,1002.5,0
Marca_636,Estilo_1,Cor_0,1004.0,1
Marca_637,Estilo_2,Cor_1,1005.5,0
Marca_638,Estilo_3,Cor_2,1007.0,1
Marca_639,Estilo_4,Cor_0,1008.5,0
Marca_640,Estilo_0,Cor_1,1010.0,1
Marca_641,Estilo_1,Cor_2,1011.5,0
Marca_642,Estilo_2,Cor_0,1013.0,1
Marca_643,Estilo_3,Cor_1,1014.5,0
Marca_644,Estilo_4,Cor_2,1016.0,1
Marca_645,Estilo_0,Cor_0,1017.5,0
Marca_646,Estilo_1,Cor_1,1019.0,1
Marca_647,Estilo_2,Cor_2,1020.5,0
Marca_648,Estilo_3,Cor_0,1022.0,1
Marca_649,Estilo_4,Cor_1,1023.5,0
Marca_650,Estilo_0,Cor_2,1025.0,1
Marca_651,Estilo_1,Cor_0,1026.5,0
Marca_652,Estilo_2,Cor_1,1028.0,1
Marca_653,Estilo_3,Cor_2,1029.5,0
Marca_654,Estilo_4,Cor_0,1031.0,1
Marca_655,Estilo_0,Cor_1,1032.5,0
Marca_656,Estilo_1,Cor_2,1034.0,1
Marca_657,Estilo_2,Cor_0,1035.5,0
Marca_658,Estilo_3,Cor_1,1037.0,1
Marca_659,Estilo_4,Cor_2,1038.5,0
Marca_660,Estilo_0,Cor_0,1040.0,1
Marca_661,Estilo_1,Cor_1,1041.5,0
Marca_662,Estilo_2,Cor_2,1043.0,1
Marca_663,Estilo_3,Cor_0,1044.5,0
Marca_664,Estilo_4,Cor_1,1046.0,1
Marca_665,Estilo_0,Cor_2,1047.5,0
Marca_666,Estilo_1,Cor_0,1049.0,1
Marca_667,Estilo_2,Cor_1,1050.5,0
Marca_668,Estilo_3,Cor_2,1052.0,1
Marca_669,Estilo_4,Cor_0,1053.5,0
Marca_670,Estilo_0,Cor_1,1055.0,1
Marca_671,Estilo_1,Cor_2,1056.5,0
Marca_672,Estilo_2,Cor_0,1058.0,1
Marca_673,Estilo_3,Cor_1,1059.5,0
Marca_674,Estilo_4,Cor_2,1061.0,1
Marca_675,Estilo_0,Cor_0,1062.5,0
Marca_676,Estilo_1,Cor_1,1064.0,1
Marca_677,Estilo_2,Cor_2,1065.5,0
Marca_678,Estilo_3,Cor_0,1067.0,1
Marca_679,Estilo_4,Cor_1,1068.5,0
Marca_680,Estilo_0,Cor_2,1070.0,1
Marca_681,Estilo_1,Cor_0,1071.5,0
Marca_682,Estilo_2,Cor_1,1073.0,1
Marca_683,Estilo_3,Cor_2,1074.5,0
Marca_684,Estilo_4,Cor_0,1076.0,1
Marca_685,Estilo_0,Cor_1,1077.5,0
Marca_686,Estilo_1,Cor_2,1079.0,1
Marca_687,Estilo_2,Cor_0,1080.5,0
Marca_688,Estilo_3,Cor_1,1082.0,1
Marca_689,Estilo_4,Cor_2,1083.5,0
Marca_690,Estilo_0,Cor_0,1085.0,1
Marca_691,Estilo_1,Cor_1,1086.5,0
Marca_692,Estilo_2,Cor_2,1088.0,1
Marca_693,Estilo_3,Cor_0,1089.5,0
Marca_694,Estilo_4,Cor_1,1091.0,1
Marca_695,Estilo_0,Cor_2,1092.5,0
Marca_696,Estilo_1,Cor_0,1094.0,1
Marca_697,Estilo_2,Cor_1,1095.5,0
Marca_698,Estilo_3,Cor_2,1097.0,1
Marca_699,Estilo_4,Cor_0,1098.5,0
Marca_700,Estilo_0,Cor_1,1100.0,1
Marca_701,Estilo_1,Cor_2,1101.5,0
Marca_702,Estilo_2,Cor_0,1103.0,1
Marca_703,Estilo_3,Cor_1,1104.5,0
Marca_704,Estilo_4,Cor_2,1106.0,1
Marca_705,Estilo_0,Cor_0,1107.5,0
Marca_706,Estilo_1,Cor_1,1109.0,1
Marca_707,Estilo_2,Cor_2,1110.5,0
Marca_708,Estilo_3,Cor_0,1112.0,1
Marca_709,Estilo_4,Cor_1,1113.5,0
Marca_710,Estilo_0,Cor_2,1115.0,1
Marca_711,Estilo_1,Cor_0,1116.5,0
Marca_712,Estilo_2,Cor_1,1118.0,1
Marca_713,Estilo_3,Cor_2,1119.5,0
Marca_714,Estilo_4,Cor_0,1121.0,1
Marca_715,Estilo_0,Cor_1,1122.5,0
Marca_716,Estilo_1,Cor_2,1124.0,1
Marca_717,Estilo_2,Cor_0,1125.5,0
Marca_718,Estilo_3,Cor_1,1127.0,1
Marca_719,Estilo_4,Cor_2,1128.5,0
Marca_720,Estilo_0,Cor_0,1130.0,1
Marca_721,Estilo_1,Cor_1,1131.5,0
Marca_722,Estilo_2,Cor_2,1133.0,1
Marca_723,Estilo_3,Cor_0,1134.5,0
Marca_724,Estilo_4,Cor_1,1136.0,1
Marca_725,Estilo_0,Cor_2,1137.5,0
Marca_726,Estilo_1,Cor_0,1139.0,1
Marca_727,Estilo_2,Cor_1,1140.5,0
Marca_728,Estilo_3,Cor_2,1142.0,1
Marca_729,Estilo_4,Cor_0,1143.5,0
Marca_730,Estilo_0,Cor_1,1145.0,1
Marca_731,Estilo_1,Cor_2,1146.5,0
Marca_732,Estilo_2,Cor_0,1148.0,1
Marca_733,Estilo_3,Cor_1,1149.5,0
Marca_734,Estilo_4,Cor_2,1151.0,1
Marca_735,Estilo_0,Cor_0,1152.5,0
Marca_736,Estilo_1,Cor_1,1154.0,1
Marca_737,Estilo_2,Cor_2,1155.5,0
Marca_738,Estilo_3,Cor_0,1157.0,1
Marca_739,Estilo_4,Cor_1,1158.5,0
Marca_740,Estilo_0,Cor_2,1160.0,1
Marca_741,Estilo_1,Cor_0,1161.5,0
Marca_742,Estilo_2,Cor_1,1163.0,1
Marca_743,Estilo_3,Cor_2,1164.5,0
Marca_744,Estilo_4,Cor_0,1166.0,1
Marca_745,Estilo_0,Cor_1,1167.5,0
Marca_746,Estilo_1,Cor_2,1169.0,1
Marca_747,Estilo_2,Cor_0,1170.5,0
Marca_748,Estilo_3,Cor_1,1172.0,1
Marca_749,Estilo_4,Cor_2,1173.5,0
Marca_750,Estilo_0,Cor_0,1175.0,1
Marca_751,Estilo_1,Cor_1,1176.5,0
Marca_752,Estilo_2,Cor_2,1178.0,1
Marca_753,Estilo_3,Cor_0,1179.5,0
Marca_754,Estilo_4,Cor_1,1181.0,1
Marca_755,Estilo_0,Cor_2,1182.5,0
Marca_756,Estilo_1,Cor_0,1184.0,1
Marca_757,Estilo_2,Cor_1,1185.5,0
Marca_758,Estilo_3,Cor_2,1187.0,1
Marca_759,Estilo_4,Cor_0,1188.5,0
Marca_760,Estilo_0,Cor_1,1190.0,1
Marca_761,Estilo_1,Cor_2,1191.5,0
Marca_762,Estilo_2,Cor_0,1193.0,1
Marca_763,Estilo_3,Cor_1,1194.5,0
Marca_764,Estilo_4,Cor_2,1196.0,1
Marca_765,Estilo_0,Cor_0,1197.5,0
Marca_766,Estilo_1,Cor_1,1199.0,1
Marca_767,Estilo_2,Cor_2,1200.5,0
Marca_768,Estilo_3,Cor_0,1202.0,1
Marca_769,Estilo_4,Cor_1,1203.5,0
Marca_770,Estilo_0,Cor_2,1205.0,1
Marca_771,Estilo_1,Cor_0,1206.5,0
Marca_772,Estilo_2,Cor_1,1208.0,1
Marca_773,Estilo_3,Cor_2,1209.5,0
Marca_774,Estilo_4,Cor_0,1211.0,1
Marca_775,Estilo_0,Cor_1,1212.5,0
Marca_776,Estilo_1,Cor_2,1214.0,1
Marca_777,Estilo_2,Cor_0,1215.5,0
Marca_778,Estilo_3,Cor_1,1217.0,1
Marca_779,Estilo_4,Cor_2,1218.5,0
Marca_780,Estilo_0,Cor_0,1220.0,1
Marca_781,Estilo_1,Cor_1,1221.5,0
Marca_782,Estilo_2,Cor_2,1223.0,1
Marca_783,Estilo_3,Cor_0,1224.5,0
Marca_784,Estilo_4,Cor_1,1226.0,1
Marca_785,Estilo_0,Cor_2,1227.5,0
Marca_786,Estilo_1,Cor_0,1229.0,1
Marca_787,Estilo_2,Cor_1,1230.5,0
Marca_788,Estilo_3,Cor_2,1232.0,1
Marca_789,Estilo_4,Cor_0,1233.5,0
Marca_790,Estilo_0,Cor_1,1235.0,1
Marca_791,Estilo_1,Cor_2,1236.5,0
Marca_792,Estilo_2,Cor_0,1238.0,1
Marca_793,Estilo_3,Cor_1,1239.5,0
Marca_794,Estilo_4,Cor_2,1241.0,1
Marca_795,Estilo_0,Cor_0,1242.5,0
Marca_796,Estilo_1,Cor_1,1244.0,1
Marca_797,Estilo_2,Cor_2,1245.5,0
Marca_798,Estilo_3,Cor_0,1247.0,1
Marca_799,Estilo_4,Cor_1,1248.5,0
Marca_800,Estilo_0,Cor_2,1250.0,1
Marca_801,Estilo_1,Cor_0,1251.5,0
Marca_802,Estilo_2,Cor_1,1253.0,1
Marca_803,Estilo_3,Cor_2,1254.5,0
Marca_804,Estilo_4,Cor_0,1256.0,1
Marca_805,Estilo_0,Cor_1,1257.5,0
Marca_806,Estilo_1,Cor_2,1259.0,1
Marca_807,Estilo_2,Cor_0,1260.5,0
Marca_808,Estilo_3,Cor_1,1262.0,1
Marca_809,Estilo_4,Cor_2,1263.5,0
Marca_810,Estilo_0,Cor_0,1265.0,1
Marca_811,Estilo_1,Cor_1,1266.5,0
Marca_812,Estilo_2,Cor_2,1268.0,1
Marca_813,Estilo_3,Cor_0,1269.5,0
Marca_814,Estilo_4,Cor_1,1271.0,1
Marca_815,Estilo_0,Cor_2,1272.5,0
Marca_816,Estilo_1,Cor_0,1274.0,1
Marca_817,Estilo_2,Cor_1,1275.5,0
Marca_818,Estilo_3,Cor_2,1277.0,1
Marca_819,Estilo_4,Cor_0,1278.5,0
Marca_820,Estilo_0,Cor_1,1280.0,1
Marca_821,Estilo_1,Cor_2,1281.5,0
Marca_822,Estilo_2,Cor_0,1283.0,1
Marca_823,Estilo_3,Cor_1,1284.5,0
Marca_824,Estilo_4,Cor_2,1286.0,1
Marca_825,Estilo_0,Cor_0,1287.5,0
Marca_826,Estilo_1,Cor_1,1289.0,1
Marca_827,Estilo_2,Cor_2,1290.5,0
Marca_828,Estilo_3,Cor_0,1292.0,1
Marca_829,Estilo_4,Cor_1,1293.5,0
Marca_830,Estilo_0,Cor_2,1295.0,1
Marca_831,Estilo_1,Cor_0,1296.5,0
Marca_832,Estilo_2,Cor_1,1298.0,1
Marca_833,Estilo_3,Cor_2,1299.5,0
Marca_834,Estilo_4,Cor_0,1301.0,1
Marca_835,Estilo_0,Cor_1,1302.5,0
Marca_836,Estilo_1,Cor_2,1304.0,1
Marca_837,Estilo_2,Cor_0,1305.5,0
Marca_838,Estilo_3,Cor_1,1307.0,1
Marca_839,Estilo_4,Cor_2,1308.5,0
Marca_840,Estilo_0,Cor_0,1310.0,1
Marca_841,Estilo_1,Cor_1,1311.5,0
Marca_842,Estilo_2,Cor_2,1313.0,1
Marca_843,Estilo_3,Cor_0,1314.5,0
Marca_844,Estilo_4,Cor_1,1316.0,1
Marca_845,Estilo_0,Cor_2,1317.5,0
Marca_846,Estilo_1,Cor_0,1319.0,1
Marca_847,Estilo_2,Cor_1,1320.5,0
Marca_848,Estilo_3,Cor_2,1322.0,1
Marca_849,Estilo_4,Cor_0,1323.5,0
Marca_850,Estilo_0,Cor_1,1325.0,1
Marca_851,Estilo_1,Cor_2,1326.5,0
Marca_852,Estilo_2,Cor_0,1328.0,1
Marca_853,Estilo_3,Cor_1,1329.5,0
Marca_854,Estilo_4,Cor_2,1331.0,1
Marca_855,Estilo_0,Cor_0,1332.5,0
Marca_856,Estilo_1,Cor_1,1334.0,1
Marca_857,Estilo_2,Cor_2,1335.5,0
Marca_858,Estilo_3,Cor_0,1337.0,1
Marca_859,Estilo_4,Cor_1,1338.5,0
Marca_860,Estilo_0,Cor_2,1340.0,1
Marca_861,Estilo_1,Cor_0,1341.5,0
Marca_862,Estilo_2,Cor_1,1343.0,1
Marca_863,Estilo_3,Cor_2,1344.5,0
Marca_864,Estilo_4,Cor_0,1346.0,1
Marca_865,Estilo_0,Cor_1,1347.5,0
Marca_866,Estilo_1,Cor_2,1349.0,1
Marca_867,Estilo_2,Cor_0,1350.5,0
Marca_868,Estilo_3,Cor_1,1352.0,1
Marca_869,Estilo_4,Cor_2,1353.5,0
Marca_870,Estilo_0,Cor_0,1355.0,1
Marca_871,Estilo_1,Cor_1,1356.5,0
Marca_872,Estilo_2,Cor_2,1358.0,1
Marca_873,Estilo_3,Cor_0,1359.5,0
Marca_874,Estilo_4,Cor_1,1361.0,1
Marca_875,Estilo_0,Cor_2,1362.5,0
Marca_876,Estilo_1,Cor_0,1364.0,1
Marca_877,Estilo_2,Cor_1,1365.5,0
Marca_878,Estilo_3,Cor_2,1367.0,1
Marca_879,Estilo_4,Cor_0,1368.5,0
Marca_880,Estilo_0,Cor_1,1370.0,1
Marca_881,Estilo_1,Cor_2,1371.5,0
Marca_882,Estilo_2,Cor_0,1373.0,1
Marca_883,Estilo_3,Cor_1,1374.5,0
Marca_884,Estilo_4,Cor_2,1376.0,1
Marca_885,Estilo_0,Cor_0,1377.5,0
Marca_886,Estilo_1,Cor_1,1379.0,1
Marca_887,Estilo_2,Cor_2,1380.5,0
Marca_888,Estilo_3,Cor_0,1382.0,1
Marca_889,Estilo_4,Cor_1,1383.5,0
Marca_890,Estilo_0,Cor_2,1385.0,1
Marca_891,Estilo_1,Cor_0,1386.5,0
Marca_892,Estilo_2,Cor_1,1388.0,1
Marca_893,Estilo_3,Cor_2,1389.5,0
Marca_894,Estilo_4,Cor_0,1391.0,1
Marca_895,Estilo_0,Cor_1,1392.5,0
Marca_896,Estilo_1,Cor_2,1394.0,1
Marca_897,Estilo_2,Cor_0,1395.5,0
Marca_898,Estilo_3,Cor_1,1397.0,1
Marca_899,Estilo_4,Cor_2,1398.5,0
Marca_900,Estilo_0,Cor_0,1400.0,1
Marca_901,Estilo_1,Cor_1,1401.5,0
Marca_902,Estilo_2,Cor_2,1403.0,1
Marca_903,Estilo_3,Cor_0,1404.5,0
Marca_904,Estilo_4,Cor_1,1406.0,1
Marca_905,Estilo_0,Cor_2,1407.5,0
Marca_906,Estilo_1,Cor_0,1409.0,1
Marca_907,Estilo_2,Cor_1,1410.5,0
Marca_908,Estilo_3,Cor_2,1412.0,1
Marca_909,Estilo_4,Cor_0,1413.5,0
Marca_910,Estilo_0,Cor_1,1415.0,1
Marca_911,Estilo_1,Cor_2,1416.5,0
Marca_912,Estilo_2,Cor_0,1418.0,1
Marca_913,Estilo_3,Cor_1,1419.5,0
Marca_914,Estilo_4,Cor_2,1421.0,1
Marca_915,Estilo_0,Cor_0,1422.5,0
Marca_916,Estilo_1,Cor_1,1424.0,1
Marca_917,Estilo_2,Cor_2,1425.5,0
Marca_918,Estilo_3,Cor_0,1427.0,1
Marca_919,Estilo_4,Cor_1,1428.5,0
Marca_920,Estilo_0,Cor_2,1430.0,1
Marca_921,Estilo_1,Cor_0,1431.5,0
Marca_922,Estilo_2,Cor_1,1433.0,1
Marca_923,Estilo_3,Cor_2,1434.5,0
Marca_924,Estilo_4,Cor_0,1436.0,1
Marca_925,Estilo_0,Cor_1,1437.5,0
Marca_926,Estilo_1,Cor_2,1439.0,1
Marca_927,Estilo_2,Cor_0,1440.5,0
Marca_928,Estilo_3,Cor_1,1442.0,1
Marca_929,Estilo_4,Cor_2,1443.5,0
Marca_930,Estilo_0,Cor_0,1445.0,1
Marca_931,Estilo_1,Cor_1,1446.5,0
Marca_932,Estilo_2,Cor_2,1448.0,1
Marca_933,Estilo_3,Cor_0,1449.5,0
Marca_934,Estilo_4,Cor_1,1451.0,1
Marca_935,Estilo_0,Cor_2,1452.5,0
Marca_936,Estilo_1,Cor_0,1454.0,1
Marca_937,Estilo_2,Cor_1,1455.5,0
Marca_938,Estilo_3,Cor_2,1457.0,1
Marca_939,Estilo_4,Cor_0,1458.5,0
Marca_940,Estilo_0,Cor_1,1460.0,1
Marca_941,Estilo_1,Cor_2,1461.5,0
Marca_942,Estilo_2,Cor_0,1463.0,1
Marca_943,Estilo_3,Cor_1,1464.5,0
Marca_944,Estilo_4,Cor_2,1466.0,1
Marca_945,Estilo_0,Cor_0,1467.5,0
Marca_946,Estilo_1,Cor_1,1469.0,1
Marca_947,Estilo_2,Cor_2,1470.5,0
Marca_948,Estilo_3,Cor_0,1472.0,1
Marca_949,Estilo_4,Cor_1,1473.5,0
Marca_950,Estilo_0,Cor_2,1475.0,1
Marca_951,Estilo_1,Cor_0,1476.5,0
Marca_952,Estilo_2,Cor_1,1478.0,1
Marca_953,Estilo_3,Cor_2,1479.5,0
Marca_954,Estilo_4,Cor_0,1481.0,1
Marca_955,Estilo_0,Cor_1,1482.5,0
Marca_956,Estilo_1,Cor_2,1484.0,1
Marca_957,Estilo_2,Cor_0,1485.5,0
Marca_958,Estilo_3,Cor_1,1487.0,1
Marca_959,Estilo_4,Cor_2,1488.5,0
Marca_960,Estilo_0,Cor_0,1490.0,1
Marca_961,Estilo_1,Cor_1,1491.5,0
Marca_962,Estilo_2,Cor_2,1493.0,1
Marca_963,Estilo_3,Cor_0,1494.5,0
Marca_964,Estilo_4,Cor_1,1496.0,1
Marca_965,Estilo_0,Cor_2,1497.5,0
Marca_966,Estilo_1,Cor_0,1499.0,1
Marca_967,Estilo_2,Cor_1,1500.5,0
Marca_968,Estilo_3,Cor_2,1502.0,1
Marca_969,Estilo_4,Cor_0,1503.5,0
Marca_970,Estilo_0,Cor_1,1505.0,1
Marca_971,Estilo_1,Cor_2,1506.5,0
Marca_972,Estilo_2,Cor_0,1508.0,1
Marca_973,Estilo_3,Cor_1,1509.5,0
Marca_974,Estilo_4,Cor_2,1511.0,1
Marca_975,Estilo_0,Cor_0,1512.5,0
Marca_976,Estilo_1,Cor_1,1514.0,1
Marca_977,Estilo_2,Cor_2,1515.5,0
Marca_978,Estilo_3,Cor_0,1517.0,1
Marca_979,Estilo_4,Cor_1,1518.5,0
Marca_980,Estilo_0,Cor_2,1520.0,1
Marca_981,Estilo_1,Cor_0,1521.5,0
Marca_982,Estilo_2,Cor_1,1523.0,1
Marca_983,Estilo_3,Cor_2,1524.5,0
Marca_984,Estilo_4,Cor_0,1526.0,1
Marca_985,Estilo_0,Cor_1,1527.5,0
Marca_986,Estilo_1,Cor_2,1529.0,1
Marca_987,Estilo_2,Cor_0,1530.5,0
Marca_988,Estilo_3,Cor_1,1532.0,1
Marca_989,Estilo_4,Cor_2,1533.5,0
Marca_990,Estilo_0,Cor_0,1535.0,1
Marca_991,Estilo_1,Cor_1,1536.5,0
Marca_992,Estilo_2,Cor_2,1538.0,1
Marca_993,Estilo_3,Cor_0,1539.5,0
Marca_994,Estilo_4,Cor_1,1541.0,1
Marca_995,Estilo_0,Cor_2,1542.5,0
Marca_996,Estilo_1,Cor_0,1544.0,1
Marca_997,Estilo_2,Cor_1,1545.5,0
Marca_998,Estilo_3,Cor_2,1547.0,1
Marca_999,Estilo_4,Cor_0,1548.5,0
